9,읍면동,리,건축면적(제곱미터),주택유형,등급판정결과,관리기관명,관리기관 전화번호,데이터 기준일,위도,경도,주변 편의시설 개수,유동인구,age20,age30,age40,age50,age60,ageEtc,targetAge,price
읍면,장수면,갈산리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.781,128.585,20,14,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19000
읍면,장수면,두전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,13,19,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",12300
읍면,장수면,두전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,1,7,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",9400
읍면,장수면,두전리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,18,10,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",12900
읍면,장수면,두전리,46.3,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,21,73,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",17000
읍면,장수면,두전리,79.3,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,21,22,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",13100
읍면,장수면,두전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,1,4,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10200
읍면,장수면,두전리,166,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,25,39,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19300
읍면,장수면,두전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.775,128.600,24,29,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",17300
읍면,장수면,반구리,62.9,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,24,62,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15800
읍면,장수면,반구리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,4,12,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",18900
읍면,장수면,반구리,286.42,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,10,97,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19300
읍면,장수면,반구리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,30,11,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",9700
읍면,장수면,반구리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,30,28,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",13300
읍면,장수면,반구리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,6,20,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",18600
읍면,장수면,반구리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,29,21,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10600
읍면,장수면,반구리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,1,10,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",7900
읍면,장수면,반구리,158.64,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,19,19,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",17400
읍면,장수면,반구리,167.94,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,19,24,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15500
읍면,장수면,반구리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.770,128.615,5,56,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19100
읍면,장수면,성곡리,109.1,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,26,29,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",8300
읍면,장수면,성곡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,26,69,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10300
읍면,장수면,성곡리,43,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,28,24,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",7100
읍면,장수면,성곡리,60,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,15,31,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15900
읍면,장수면,성곡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,2,1,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",7700
읍면,장수면,성곡리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.765,128.595,11,10,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15100
읍면,장수면,소룡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,7,41,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",14600
읍면,장수면,소룡리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,23,53,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",18000
읍면,장수면,소룡리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,21,26,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",13800
읍면,장수면,소룡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,1,32,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15700
읍면,장수면,소룡리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,28,39,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",11800
읍면,장수면,소룡리,59.5,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,15,55,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",16000
읍면,장수면,소룡리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,28,53,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",17300
읍면,장수면,소룡리,46.28,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.760,128.610,9,62,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",11700
읍면,장수면,파지리,383.2,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.750,128.605,24,14,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",9400
읍면,장수면,호문리,23.1,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,11,18,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10200
읍면,장수면,호문리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,24,45,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",7500
읍면,장수면,호문리,82.7,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,10,47,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",13500
읍면,장수면,호문리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,12,10,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19600
읍면,장수면,호문리,59.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,11,7,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15700
읍면,장수면,호문리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,12,9,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15200
읍면,장수면,호문리,49.59,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,26,22,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",17700
읍면,장수면,호문리,,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,30,37,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",14900
읍면,장수면,호문리,52.9,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.758,128.598,1,23,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",18600
읍면,장수면,화기리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,28,28,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",16200
읍면,장수면,화기리,69.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,15,12,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10200
읍면,장수면,화기리,605.5,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,2,28,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19400
읍면,장수면,화기리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,16,22,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",10800
읍면,장수면,화기리,,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,7,54,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",14100
읍면,장수면,화기리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,20,1,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",19900
읍면,장수면,화기리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,15,76,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",18600
읍면,장수면,화기리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.745,128.590,29,67,10.46,13.34,16.43,24.25,21.81,13.71,"50, 60",15700
읍면,안정면,내줄리,73.76,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.682,128.635,25,69,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",15000
읍면,안정면,내줄리,66.27,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.682,128.635,22,51,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9700
읍면,안정면,내줄리,44.43,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.682,128.635,25,15,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",14800
읍면,안정면,내줄리,73.99,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.682,128.635,6,54,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",10000
읍면,안정면,단촌리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.675,128.655,24,87,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",7300
읍면,안정면,단촌리,94.97,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.675,128.655,7,12,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",13400
읍면,안정면,단촌리,41.82,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.675,128.655,28,58,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",16900
읍면,안정면,단촌리,41.16,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.675,128.655,18,34,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9500
읍면,안정면,대평리,67.82,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.700,128.670,24,39,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",14000
읍면,안정면,동촌리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.700,128.670,8,4,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",13700
읍면,안정면,동촌리,56.49,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.700,128.670,16,40,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",16000
읍면,안정면,동촌리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.700,128.670,16,13,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12700
읍면,안정면,묵리,,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,19,37,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",18800
읍면,안정면,묵리,52.59,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,19,16,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",8100
읍면,안정면,묵리,58.86,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,6,14,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",19800
읍면,안정면,묵리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,8,33,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",14700
읍면,안정면,묵리,69.1,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,17,5,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12800
읍면,안정면,묵리,52.89,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,7,66,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12100
읍면,안정면,묵리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,25,41,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",18800
읍면,안정면,묵리,148.16,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,17,21,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",10900
읍면,안정면,묵리,114.74,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,7,21,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",11400
읍면,안정면,묵리,215.64,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.676,128.662,18,30,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9400
읍면,안정면,봉암리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.655,3,37,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",14200
읍면,안정면,생현리,121.41,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.669,128.640,1,29,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",15700
읍면,안정면,신전리,64.92,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.645,22,9,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",19300
읍면,안정면,신전리,,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.645,30,43,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",17600
읍면,안정면,안심리,81.85,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,27,32,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",8700
읍면,안정면,안심리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,25,67,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",11700
읍면,안정면,안심리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,24,61,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",17700
읍면,안정면,안심리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,6,29,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",7700
읍면,안정면,안심리,504.77,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,15,29,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9100
읍면,안정면,안심리,140.95,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,14,61,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",15600
읍면,안정면,안심리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,9,8,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",7100
읍면,안정면,안심리,118.89,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,8,4,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9400
읍면,안정면,안심리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.674,128.655,23,23,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",17800
읍면,안정면,여륵리,599.16,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,4,17,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12700
읍면,안정면,여륵리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,19,62,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",19700
읍면,안정면,여륵리,105.18,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,29,54,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",10000
읍면,안정면,여륵리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,17,55,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",16500
읍면,안정면,여륵리,147.99,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,29,12,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",7800
읍면,안정면,여륵리,344.63,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.680,128.670,24,35,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",13100
읍면,안정면,오계리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,15,27,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",19700
읍면,안정면,오계리,132.74,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,5,48,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",15900
읍면,안정면,오계리,111.56,단독,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,27,11,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12100
읍면,안정면,오계리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,7,59,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",12300
읍면,안정면,오계리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,7,9,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",10800
읍면,안정면,오계리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,10,37,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",18900
읍면,안정면,오계리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,24,14,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",11400
읍면,안정면,오계리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,9,28,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",8000
읍면,안정면,옹암리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.695,128.635,3,5,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",9000
읍면,안정면,용산리,65.38,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.670,128.670,11,32,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",11000
읍면,안정면,용산리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.670,128.670,23,3,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",17500
읍면,안정면,용산리,225.32,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.670,128.670,1,1,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",8100
읍면,안정면,용산리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.670,128.670,20,13,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",19500
읍면,안정면,용산리,46.52,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.670,128.670,6,25,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",18900
읍면,안정면,일원리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.688,128.648,13,91,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",14500
읍면,안정면,일원리,62.48,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.688,128.648,4,17,9.19,11.07,14.82,26.01,25.1,13.81,"50, 60",10600
읍면,봉현면,대촌리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.825,128.600,2,4,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",8300
읍면,봉현면,대촌리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.825,128.600,15,12,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",17400
읍면,봉현면,두산리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.810,128.590,15,15,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",11600
읍면,봉현면,두산리,132.5,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.810,128.590,6,18,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",16700
읍면,봉현면,오현리,,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,3,57,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",10500
읍면,봉현면,오현리,74.85,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,26,16,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",7600
읍면,봉현면,오현리,53.85,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,18,32,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",9900
읍면,봉현면,오현리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,15,14,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",17600
읍면,봉현면,오현리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,15,5,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",10000
읍면,봉현면,오현리,168.04,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,3,73,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",9400
읍면,봉현면,오현리,48.6,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,17,43,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",15400
읍면,봉현면,오현리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,4,10,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",12400
읍면,봉현면,오현리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,22,16,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",9800
읍면,봉현면,오현리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,12,45,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",16900
읍면,봉현면,오현리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.815,128.605,24,61,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",15000
읍면,봉현면,유전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.830,128.615,25,86,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",19700
읍면,봉현면,유전리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.830,128.615,13,77,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",11700
읍면,봉현면,유전리,59,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.830,128.615,5,16,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",11000
읍면,봉현면,유전리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.830,128.615,18,47,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",16700
읍면,봉현면,유전리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.830,128.615,16,16,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",9900
읍면,봉현면,하촌리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.568,9,35,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",8900
읍면,봉현면,하촌리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.807,128.568,14,30,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",9000
읍면,봉현면,한천리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.800,128.560,3,9,8.81,11.23,14.02,24.94,25.71,15.3,"50, 60",17800
읍면,순흥면,내죽리,106.94,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,22,11,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",19800
읍면,순흥면,내죽리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,21,22,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",18700
읍면,순흥면,내죽리,86,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,14,9,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",14400
읍면,순흥면,내죽리,33.1,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,20,12,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",17000
읍면,순흥면,내죽리,29.8,단독,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,28,49,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",17000
읍면,순흥면,내죽리,143.16,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,18,1,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",16700
읍면,순흥면,내죽리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,23,29,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",10000
읍면,순흥면,내죽리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.895,128.625,11,53,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",8800
읍면,순흥면,배점리,,그 외,4등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,29,29,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",18100
읍면,순흥면,배점리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,28,4,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",8200
읍면,순흥면,배점리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,15,15,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",13400
읍면,순흥면,배점리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,20,21,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",8700
읍면,순흥면,배점리,144.76,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,18,59,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",18800
읍면,순흥면,배점리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.910,128.620,5,23,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",13000
읍면,순흥면,석교리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.900,128.610,2,58,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",11200
읍면,순흥면,석교리,,그 외,3등급,경상북도 영주시청,054-639-6944,2025-07-10,36.900,128.610,26,16,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",8900
읍면,순흥면,석교리,74.2,단독,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.900,128.610,23,9,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",17700
읍면,순흥면,석교리,,그 외,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.900,128.610,6,18,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",7100
읍면,순흥면,석교리,,그 외,1등급,경상북도 영주시청,054-639-6944,2025-07-10,36.900,128.610,4,96,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",10000
읍면,순흥면,읍내리,92.89,단독,2등급,경상북도 영주시청,054-639-6944,2025-07-10,36.920,128.615,9,18,10.66,12.58,14.88,23.42,22.97,15.49,"50, 60",13400
